,0,1,2
0,5.0,0.05436695364414445,0.0
1,6.0,0.054373340255929735,0.0
2,7.0,0.05438088768287741,0.0
3,8.0,0.05438959573155975,0.0
4,9.0,0.054399464178838085,0.0
5,10.0,0.054410492771883916,0.0
6,11.0,0.05442268122820187,0.0
7,12.0,0.05443602923565497,0.0
8,13.0,0.054450536452494286,0.0
9,14.0,0.05446620250738906,0.0
10,15.0,0.05448302699946142,0.0
11,16.0,0.05450100949832262,0.0
12,17.0,0.054520149544112315,0.0
13,18.0,0.05454044664754078,0.0
14,19.0,0.05456190028993313,0.0
15,20.0,0.05458450992327723,0.0
16,21.0,0.05460827497027277,0.0
17,22.0,0.05463319482438464,0.0
18,23.0,0.0546592688498976,0.0
19,24.0,0.05468649638197437,0.0
20,25.0,0.05471487672671597,0.0
21,26.0,0.05474440916122483,0.0
22,27.0,0.05477509293367015,0.0
23,28.0,0.054806927263356515,0.0
24,29.0,0.054839911340794155,0.0
25,30.0,0.05487404432777268,0.0
26,31.0,0.054909325357436825,0.0
27,32.0,0.05494575353436446,0.0
28,33.0,0.05498332793464812,0.0
29,34.0,0.05502204760597771,0.0
30,35.0,0.055061911567727,0.0
31,36.0,0.055102918811041235,0.0
32,37.0,0.05514506829892874,0.0
33,38.0,0.05518835896635349,0.0
34,39.0,0.055232789720331056,0.0
35,40.0,0.05527835944002636,0.0
36,41.0,0.055325066976854576,0.0
37,42.0,0.0553729111545835,0.0
38,43.0,0.055421890769438854,0.0
39,44.0,0.05547200459021169,0.0
40,45.0,0.05552325135836835,0.0
41,46.0,0.055575629788162294,0.0
42,47.0,0.05562913856674865,0.0
43,48.0,0.05568377635430081,0.0
44,49.0,0.05573954178412909,0.0
45,50.0,0.055796433462802,0.0
46,51.0,0.055854449970269476,0.0
47,52.0,0.05591358985998821,0.0
48,53.0,0.055973851659049154,0.0
49,54.0,0.05603523386830751,0.0
50,55.0,0.05609773496251426,0.0
51,56.0,0.05616135339045023,0.0
52,57.0,0.056226087575061943,0.0
53,58.0,0.05629193591359976,0.0
54,59.0,0.05635889677775755,0.0
55,60.0,0.05642696851381531,0.0
56,61.0,0.056496149442782376,0.0
57,62.0,0.056566437860544,0.0
58,63.0,0.0566378320380088,0.0
59,64.0,0.05671033022125859,0.0
60,65.0,0.05678393063170006,0.0
61,66.0,0.05685863146621799,0.0
62,67.0,0.05693443089733083,0.0
63,68.0,0.057011327073347495,0.0
64,69.0,0.05708931811852627,0.0
65,70.0,0.057168402133235374,0.0
66,71.0,0.057248577194115295,0.0
67,72.0,0.05732984135424261,0.0
