,0,1,2
0,5.0,0.01543627683202709,0.008111649617468197
1,6.0,0.015438149407351866,0.008111649617468197
2,7.0,0.015440362333746299,0.008111649617468197
3,8.0,0.01544291555264393,0.008111649617468197
4,9.0,0.01544580899648333,0.008111649617468197
5,10.0,0.015449042588713867,0.008111649617468197
6,11.0,0.015452616243803643,0.008111649617468197
7,12.0,0.01545652986724668,0.008111649617468197
8,13.0,0.015460783355572652,0.008111649617468197
9,14.0,0.015465376596356245,0.008111649617468197
10,15.0,0.01547030946822782,0.008111649617468197
11,16.0,0.015475581840884859,0.008111649617468197
12,17.0,0.01548119357510429,0.008111649617468197
13,18.0,0.015487144522755613,0.008111649617468197
14,19.0,0.015493434526814752,0.008111649617468197
15,20.0,0.01550006342137899,0.008111649617468197
16,21.0,0.015507031031682399,0.008111649617468197
17,22.0,0.015514337174112462,0.008111649617468197
18,23.0,0.0155219816562271,0.008111649617468197
19,24.0,0.015529964276772945,0.008111649617468197
20,25.0,0.015538284825704171,0.008111649617468197
21,26.0,0.015546943084202135,0.008111649617468197
22,27.0,0.015555938824695905,0.008111649617468197
23,28.0,0.015565271810883591,0.008111649617468197
24,29.0,0.015574941797754436,0.008111649617468197
25,30.0,0.015584948531611775,0.008111649617468197
26,31.0,0.015595291750096624,0.008111649617468197
27,32.0,0.01560597118221227,0.008111649617468197
28,33.0,0.01561698654834946,0.008111649617468197
29,34.0,0.015628337560312504,0.008111649617468197
30,35.0,0.015640023921346065,0.008111649617468197
31,36.0,0.015652045326162732,0.008111649617468197
32,37.0,0.015664401460971453,0.008111649617468197
33,38.0,0.015677092003506532,0.008111649617468197
34,39.0,0.015690116623057585,0.008111649617468197
35,40.0,0.015703474980500075,0.008111649617468197
36,41.0,0.015717166728326758,0.008111649617468197
37,42.0,0.015731191510679688,0.008111649617468197
38,43.0,0.015745548963383125,0.008111649617468197
39,44.0,0.015760238713976995,0.008111649617468197
40,45.0,0.01577526038175122,0.008111649617468197
41,46.0,0.015790613577780645,0.008111649617468197
42,47.0,0.015806297904960843,0.008111649617468197
43,48.0,0.015822312958044336,0.008111649617468197
44,49.0,0.015838658323677778,0.008111649617468197
45,50.0,0.015855333580439748,0.008111649617468197
46,51.0,0.01587233829887911,0.008111649617468197
47,52.0,0.015889672041554212,0.008111649617468197
48,53.0,0.015907334363072664,0.008111649617468197
49,54.0,0.015925324810131775,0.008111649617468197
50,55.0,0.015943642921559642,0.008111649617468197
51,56.0,0.015962288228356908,0.008111649617468197
52,57.0,0.0159812602537392,0.008111649617468197
53,58.0,0.016000558513180076,0.008111649617468197
54,59.0,0.016020182514454723,0.008111649617468197
55,60.0,0.016040131757684147,0.008111649617468197
56,61.0,0.016060405735380152,0.008111649617468197
57,62.0,0.01608100393249067,0.008111649617468197
58,63.0,0.01610192582644594,0.008111649617468197
59,64.0,0.016123170887205083,0.008111649617468197
60,65.0,0.016144738577303343,0.008111649617468197
61,66.0,0.01616662835189985,0.008111649617468197
62,67.0,0.016188839658826046,0.008111649617468197
63,68.0,0.016211371938634457,0.008111649617468197
64,69.0,0.016234224624648297,0.008111649617468197
65,70.0,0.016257397143011318,0.008111649617468197
66,71.0,0.016280888912738364,0.008111649617468197
67,72.0,0.016304699345766397,0.008111649617468197
68,73.0,0.016328827847006067,0.008111649617468197
69,74.0,0.016353273814393658,0.008111649617468197
70,75.0,0.016378036638943723,0.008111649617468197
71,76.0,0.01640311570480201,0.008111649617468197
72,77.0,0.016428510389298996,0.008111649617468197
73,78.0,0.016454220063003844,0.008111649617468197
74,79.0,0.01648024408977878,0.008111649617468197
75,80.0,0.016506581826833962,0.008111649617468197
76,81.0,0.016533232624782804,0.008111649617468197
77,82.0,0.016560195827697664,0.008111649617468197
78,83.0,0.016587470773166028,0.008111649617468197
79,84.0,0.016615056792347052,0.008111649617468197
80,85.0,0.016642953210028504,0.008111649617468197
81,86.0,0.016671159344684192,0.008111649617468197
82,87.0,0.016699674508531565,0.008111649617468197
83,88.0,0.01672849800759002,0.008111649617468197
84,89.0,0.016757629141739207,0.008111649617468197
85,90.0,0.016787067204777968,0.008111649617468197
86,91.0,0.01681681148448349,0.008111649617468197
87,92.0,0.016846861262670834,0.008111649617468197
88,93.0,0.016877215815252755,0.008111649617468197
89,94.0,0.016907874412299937,0.008111649617468197
90,95.0,0.01693883631810138,0.008111649617468197
91,96.0,0.016970100791225275,0.008111649617468197
92,97.0,0.01700166708458003,0.008111649617468197
93,98.0,0.017033534445475576,0.008111649617468197
94,99.0,0.01706570211568507,0.008111649617468197
95,100.0,0.01709816933150673,0.008111649617468197
96,101.0,0.017130935323826,0.008111649617468197
97,102.0,0.01716399931817791,0.008111649617468197
98,103.0,0.0171973605348097,0.008111649617468197
99,104.0,0.01723101818874368,0.008111649617468197
100,105.0,0.01726497148984025,0.008111649617468197
101,106.0,0.0172992196428612,0.008111649617468197
102,107.0,0.017333761847533168,0.008111649617468197
103,108.0,0.017368597298611236,0.008111649617468197
104,109.0,0.01740372518594282,0.008111649617468197
105,110.0,0.01743914469453164,0.008111649617468197
106,111.0,0.017474855004601858,0.008111649617468197
107,112.0,0.01751085529166241,0.008111649617468197
108,113.0,0.017547144726571408,0.008111649617468197
109,114.0,0.01758372247560078,0.008111649617468197
110,115.0,0.017620587700500928,0.008111649617468197
111,116.0,0.01765773955856553,0.008111649617468197
112,117.0,0.017695177202696484,0.008111649617468197
113,118.0,0.017732899781468924,0.008111649617468197
114,119.0,0.01777090643919629,0.008111649617468197
115,120.0,0.01780919631599551,0.008111649617468197
116,121.0,0.01784776854785229,0.008111649617468197
117,122.0,0.01788662226668637,0.008111649617468197
118,123.0,0.017925756600416873,0.008111649617468197
119,124.0,0.017965170673027737,0.008111649617468197
120,125.0,0.018004863604633114,0.008111649617468197
121,126.0,0.01804483451154283,0.008111649617468197
122,127.0,0.018085082506327902,0.008111649617468197
123,128.0,0.018125606697885925,0.008111649617468197
124,129.0,0.018166406191506577,0.008111649617468197
125,130.0,0.01820748008893715,0.008111649617468197
126,131.0,0.018248827488447913,0.008111649617468197
127,132.0,0.01829044748489755,0.008111649617468197
128,133.0,0.01833233916979856,0.008111649617468197
129,134.0,0.01837450163138259,0.008111649617468197
130,135.0,0.01841693395466571,0.008111649617468197
131,136.0,0.018459635221513667,0.008111649617468197
132,137.0,0.018502604510706996,0.008111649617468197
133,138.0,0.018545840898006153,0.008111649617468197
134,139.0,0.018589343456216503,0.008111649617468197
135,140.0,0.01863311125525318,0.008111649617468197
136,141.0,0.01867714336220598,0.008111649617468197
137,142.0,0.018721438841403988,0.008111649617468197
138,143.0,0.018765996754480166,0.008111649617468197
139,144.0,0.018810816160435874,0.008111649617468197
140,145.0,0.01885589611570516,0.008111649617468197
141,146.0,0.018901235674218923,0.008111649617468197
142,147.0,0.018946833887469042,0.008111649617468197
143,148.0,0.018992689804572208,0.008111649617468197
144,149.0,0.019038802472333704,0.008111649617468197
145,150.0,0.019085170935310924,0.008111649617468197
146,151.0,0.019131794235876822,0.008111649617468197
147,152.0,0.019178671414283116,0.008111649617468197
148,153.0,0.019225801508723314,0.008111649617468197
149,154.0,0.019273183555395534,0.008111649617468197
150,155.0,0.01932081658856516,0.008111649617468197
151,156.0,0.01936869964062728,0.008111649617468197
152,157.0,0.01941683174216887,0.008111649617468197
153,158.0,0.019465211922030795,0.008111649617468197
154,159.0,0.01951383920736961,0.008111649617468197
155,160.0,0.019562712623719038,0.008111649617468197
156,161.0,0.019611831195051315,0.008111649617468197
157,162.0,0.01966119394383821,0.008111649617468197
158,163.0,0.019710799891111845,0.008111649617468197
159,164.0,0.019760648056525203,0.008111649617468197
160,165.0,0.01981073745841245,0.008111649617468197
161,166.0,0.01986106711384892,0.008111649617468197
162,167.0,0.019911636038710833,0.008111649617468197
163,168.0,0.01996244324773479,0.008111649617468197
164,169.0,0.020013487754576963,0.008111649617468197
165,170.0,0.02006476857187187,0.008111649617468197
166,171.0,0.020116284711291087,0.008111649617468197
167,172.0,0.020168035183601444,0.008111649617468197
168,173.0,0.020220018998723086,0.008111649617468197
169,174.0,0.020272235165787012,0.008111649617468197
170,175.0,0.020324682693192552,0.008111649617468197
171,176.0,0.02037736058866436,0.008111649617468197
172,177.0,0.020430267859309084,0.008111649617468197
173,178.0,0.0204834035116718,0.008111649617468197
174,179.0,0.020536766551791985,0.008111649617468197
175,180.0,0.020590355985259302,0.008111649617468197
176,181.0,0.020644170817268864,0.008111649617468197
177,182.0,0.02069821005267637,0.008111649617468197
178,183.0,0.020752472696052637,0.008111649617468197
179,184.0,0.020806957751738003,0.008111649617468197
180,185.0,0.020861664223896226,0.008111649617468197
181,186.0,0.02091659111656809,0.008111649617468197
182,187.0,0.020971737433724595,0.008111649617468197
183,188.0,0.02102710217931986,0.008111649617468197
184,189.0,0.021082684357343506,0.008111649617468197
185,190.0,0.02113848297187287,0.008111649617468197
186,191.0,0.021194497027124646,0.008111649617468197
187,192.0,0.02125072552750618,0.008111649617468197
188,193.0,0.021307167477666488,0.008111649617468197
189,194.0,0.021363821882546825,0.008111649617468197
190,195.0,0.021420687747430774,0.008111649617468197
191,196.0,0.021477764077994035,0.008111649617468197
192,197.0,0.021535049880353808,0.008111649617468197
193,198.0,0.02159254416111777,0.008111649617468197
194,199.0,0.021650245927432574,0.008111649617468197
195,200.0,0.021708154187032102,0.008111649617468197
196,201.0,0.02176626794828512,0.008111649617468197
197,202.0,0.02182458622024261,0.008111649617468197
198,203.0,0.021883108012684817,0.008111649617468197
199,204.0,0.021941832336167578,0.008111649617468197
